buyer_id,gender,membership_length,age_group
4788003,M,0.1,30-40
4788061,F,0.1,40-50
4788111,F,0.3,40-50
4788143,F,0.1,60+
4788483,M,0.3,18-30
4788604,M,0.1,60+
4788782,F,0.5,30-40
4788925,M,0.2,60+
4788955,F,0.3,18-30
4789048,F,0.3,30-40
4789435,F,0.3,30-40
4789462,F,0.2,50-60
4789609,F,0.1,18-30
4789636,M,0.3,30-40
4789658,M,0.3,40-50
4789691,F,0.3,18-30
4789834,F,0.1,18-30
4789848,M,0.2,30-40
4789989,F,0.4,30-40
4790013,F,0.2,18-30
4790422,F,0.2,30-40
4790605,F,0.2,40-50
4790893,F,0.1,50-60
4790973,F,0.4,30-40
4791050,M,0.6,30-40
4791063,F,0.3,40-50
4791080,F,0.5,30-40
4791102,F,0.1,60+
4791140,M,0.4,40-50
4791202,F,0.2,50-60
4791233,F,0.2,30-40
4791269,M,0.4,30-40
4791308,F,0.2,18-30
4791317,M,2.2,40-50
4791371,F,0.1,40-50
4791519,M,0.2,30-40
4791579,F,0,40-50
4791629,F,0.3,18-30
4791781,F,0.1,50-60
4791814,M,0.2,30-40
4792278,F,0.1,30-40
4792315,F,0.3,50-60
4792655,F,0.2,40-50
4792659,F,0.1,50-60
4793106,M,0.1,18-30
4793178,F,0.2,30-40
4793859,F,0.2,30-40
4794056,F,0.2,30-40
4794224,F,0,30-40
4794512,F,0.2,40-50
4794850,F,0.6,30-40
4794854,F,0.3,50-60
4794869,F,0.5,30-40
4794916,F,0.4,30-40
4795005,F,0.1,30-40
4795103,M,0,30-40
4795357,F,0.1,18-30
4795399,M,0.1,30-40
4795448,M,0.7,50-60
4795695,F,0,30-40
4795720,F,0.5,40-50
4795737,M,0.3,30-40
4795748,M,0.1,50-60
4796343,F,0.1,40-50
4796466,M,0.4,40-50
4796513,F,0.3,40-50
4796535,F,0.3,30-40
4796575,F,0.1,30-40
4796765,F,0.3,50-60
4796797,M,0.6,30-40
4796843,F,0.1,60+
4797040,M,0.5,30-40
4797064,F,0.1,18-30
4797125,F,0.2,40-50
4797230,F,0.2,30-40
4797417,F,0.1,30-40
4797456,F,0.1,30-40
4797539,F,0.1,60+
4797578,F,0.2,30-40
4797600,F,0,50-60
4797686,F,0.2,50-60
4797800,F,0.3,30-40
4797892,M,0.3,30-40
4798025,M,0.1,40-50
4798064,F,0.3,50-60
4798110,F,0.1,18-30
4798315,F,0.1,30-40
4798366,F,0.1,40-50
4798438,F,0.3,30-40
4798566,F,0.2,30-40
4798620,F,0.2,18-30
4798801,M,0.2,50-60
4798806,F,0.2,18-30
4799124,F,0.1,40-50
4799555,F,0.4,40-50
4799611,F,0.2,50-60
4799653,F,0.7,50-60
4799682,F,0.1,60+
4799738,F,0.2,30-40
4799828,F,0.1,30-40
4800003,F,0.1,18-30
4800028,F,0.2,60+
4800126,F,0.9,60+
4800154,F,0.7,30-40
4800211,F,0,50-60
4800231,F,0.2,30-40
4800478,F,0.2,30-40
4800589,M,0.2,40-50
4800593,F,0.1,18-30
4800708,F,0.2,60+
4800747,F,0.1,18-30
4800777,F,0.1,50-60
4800880,F,0.1,50-60
4800908,F,0.6,30-40
4800924,F,0,50-60
4800991,F,0,40-50
4801071,F,0.2,30-40
4801119,F,0.3,50-60
4801215,F,0.2,18-30
4801268,F,0.6,40-50
4801405,M,3.3,30-40
4801499,M,0.1,30-40
4801539,F,0.1,40-50
4801859,M,0.1,30-40
4801875,F,0.4,30-40
4802020,F,0.1,50-60
4802042,F,0.2,30-40
4802216,F,0.2,30-40
4802300,F,0.1,60+
4802893,M,0.3,40-50
4802927,F,0.1,50-60
4803067,M,1.7,50-60
4803112,F,1.1,30-40
4803178,M,0.2,30-40
4803327,F,0.1,30-40
4803695,F,0.1,50-60
4803767,F,0.1,18-30
4803901,F,0.2,30-40
4803960,F,0.6,50-60
4804020,F,0.1,30-40
4804157,F,0.2,18-30
4804178,F,0.1,40-50
4804307,M,0.1,60+
4804436,F,0.3,50-60
4804560,F,0.1,50-60
4804617,F,0.2,30-40
4804941,F,0.2,30-40
4805183,F,0.2,40-50
4805236,F,0.4,30-40
4805957,F,0.1,40-50
4806231,M,0.7,30-40
4806360,F,0.5,40-50
4806532,F,0.2,40-50
4806555,F,3.4,60+
4806806,M,0.5,30-40
4807037,F,0,60+
4807057,F,0.3,40-50
4807097,F,0.3,60+
4807393,M,0.1,40-50
4807802,F,0.1,30-40
4807824,F,0.1,30-40
4807857,F,0.2,18-30
4807916,F,0.2,40-50
4808080,F,0.3,30-40
4808166,F,0.1,18-30
4808217,F,0.2,30-40
4808551,M,0.2,30-40
4808806,M,0.2,30-40
4808989,F,0.2,30-40
4809575,M,0.1,50-60
4809588,F,0.2,40-50
4809629,M,1.2,30-40
4809972,F,0.3,30-40
4810444,F,0.1,40-50
4810631,M,0.2,30-40
4811095,M,0.3,50-60
4811096,F,0.4,30-40
4811127,F,0.3,18-30
4811150,F,0.1,60+
4811223,F,0.2,18-30
4811454,M,0.1,40-50
4811489,M,0.1,30-40
4811749,F,0.2,60+
4812175,F,0.1,30-40
4812398,F,0.3,18-30
4812598,F,0.1,40-50
4812692,F,0.2,30-40
4812996,F,0.3,30-40
4813029,F,0.4,18-30
4813411,F,0.4,60+
4813463,M,0.2,30-40
4813531,F,0.3,18-30
4813653,F,0.4,18-30
4813804,M,0.9,18-30
4814355,M,0.2,60+
4814402,F,1,30-40
4814413,M,0.2,50-60
4814843,M,0.1,30-40
4814951,F,0.1,50-60
4815081,F,0.2,60+
4815086,F,0.2,60+
4815432,F,0.1,50-60
4815440,F,0.1,60+
4815589,F,0.1,40-50
4815665,M,0.7,18-30
4816158,F,0.2,40-50
4816189,F,0.2,50-60
4816225,F,0.2,40-50
4816267,M,0.1,30-40
4816287,F,0.1,60+
4816329,M,0.2,30-40
4816388,M,0.2,60+
4816400,F,0.1,50-60
4816646,M,0.1,40-50
4816748,F,0.3,60+
4817138,F,0.4,60+
4817235,F,0.1,30-40
4817331,M,0.2,30-40
4817662,F,0.1,40-50
4817672,F,0.1,50-60
4817692,F,0.6,50-60
4817837,M,0.2,18-30
4817977,F,0.1,30-40
4818091,M,0.1,30-40
4818133,M,0.2,50-60
4818145,F,0.1,18-30
4818256,F,0.2,30-40
4818378,F,0.1,30-40
4818510,F,0.8,40-50
4818578,F,0.1,50-60
4818594,F,0,40-50
4818599,M,0.1,50-60
4818849,F,0.1,40-50
4818892,F,0.1,60+
4818962,F,0.1,30-40
4818992,F,0.1,30-40
4819324,M,1.7,50-60
4819334,F,0.4,40-50
4819401,F,1.2,50-60
4819711,F,0.2,18-30
4819715,F,0.9,50-60
4819750,F,0.2,30-40
4819893,F,0.2,30-40
4820118,M,0.1,30-40
4820376,F,0.2,30-40
4820604,F,0.4,30-40
4820642,F,0.2,30-40
4820926,M,0.2,18-30
4821119,F,0.1,50-60
4821213,F,0.3,60+
4821394,M,0.2,18-30
4821517,F,0.3,18-30
4821575,F,0.5,30-40
4821579,F,0.2,60+
4821601,M,1.4,60+
4821650,M,0.4,18-30
4821838,F,0.3,40-50
4821954,F,0.1,18-30
4821999,M,0.1,30-40
4822245,F,0.1,30-40
4822342,F,0.2,18-30
4822445,F,0.2,60+
4822594,M,0.2,60+
4822700,F,0.1,30-40
4822854,F,0.4,40-50
4822870,F,0.1,40-50
4823326,M,0.4,50-60
4823414,F,0.2,40-50
4823471,F,0.1,50-60
4823568,F,0.5,30-40
4823660,F,0.2,60+
4823728,F,0.1,30-40
4823734,F,0.3,40-50
4824243,F,0.2,40-50
4824371,F,0.2,50-60
4824394,F,0.4,40-50
4824454,F,0.5,30-40
4824494,F,0.1,50-60
4824620,F,0.3,18-30
4824694,F,0.4,40-50
4824843,F,0.1,18-30
4824848,F,0.2,40-50
4825015,F,0.3,40-50
4825280,F,0.1,50-60
4825303,F,0.2,30-40
4825491,M,0.4,30-40
4825506,F,0.1,60+
4825513,F,0.3,30-40
4825548,M,0.1,40-50
4825722,M,0.2,30-40
4825822,F,0.2,18-30
4826186,F,0.1,18-30
4826509,F,0.1,60+
4826568,F,0.1,18-30
4826666,F,0.1,40-50
4826700,F,0.1,50-60
4826757,F,0.1,30-40
4826973,F,0.1,50-60
4827016,F,0.1,18-30
4827139,F,0.3,30-40
4827170,F,1.1,40-50
4827497,M,0.2,50-60
4827593,F,0.1,18-30
4828183,F,0.1,50-60
4828331,F,0.1,30-40
4828347,F,0.3,50-60
4828552,F,0.1,40-50
4828581,M,0.4,30-40
4828924,F,0.4,30-40
4828960,M,0.8,30-40
4829029,M,0.1,50-60
4829230,F,0.2,18-30
4829274,F,0.2,40-50
4829307,F,0.2,40-50
4829465,F,0.3,50-60
4829671,M,0.6,30-40
4829928,M,0.2,50-60
4829947,F,0.1,18-30
4830063,F,0.2,30-40
4830090,F,0.2,30-40
4830279,F,0.4,30-40
4830381,M,0.1,30-40
4830510,F,0.2,60+
4830551,F,0.9,40-50
4830590,F,0,18-30
4831105,F,0.1,60+
4831129,M,0.2,30-40
4831195,F,0.4,30-40
4831257,M,0.2,18-30
4831357,F,0.2,40-50
4831400,F,0.2,60+
4831500,F,0.4,30-40
4831533,F,0.2,40-50
4831546,M,0.2,30-40
4831622,M,0.1,60+
4831817,F,0.1,18-30
4831880,F,0.2,60+
4831900,F,0.1,30-40
4831909,F,0.3,40-50
4831922,M,0.1,40-50
4832419,F,0.1,40-50
4832537,F,0.1,50-60
4833055,M,0.3,18-30
4833181,M,0.3,18-30
4833274,F,0.2,18-30
4833318,F,0.9,40-50
4833342,F,0.1,40-50
4833728,F,0.4,30-40
4833976,F,0.1,18-30
4833993,M,0.1,30-40
4834052,F,0.4,18-30
4834173,F,0.1,30-40
4834750,F,0.1,40-50
4835239,M,0,30-40
4835324,F,0.1,60+
4835347,F,0.2,18-30
4835359,F,0.2,60+
4835740,F,0.4,30-40
4835902,M,0.2,30-40
4835921,M,0.3,50-60
4836719,F,0.1,60+
4836959,M,0.1,18-30
4837011,F,0.1,60+
4837015,M,0.4,40-50
4837038,F,0.7,50-60
4837362,F,0.3,18-30
4837812,F,0.3,30-40
4837936,F,0.1,18-30
4838088,F,0.6,50-60
4838117,F,0.2,30-40
4838162,M,0.3,40-50
4838364,F,0.2,30-40
4838488,F,0,18-30
4838749,M,0.3,60+
4838918,M,0.4,30-40
4839015,F,0.7,30-40
4839416,F,0.3,18-30
4839667,F,0.2,30-40
4839853,F,0.1,60+
4840184,M,0.3,40-50
4840263,F,0.2,30-40
4840443,F,0.2,18-30
4840843,F,0.1,30-40
4840861,M,0.3,30-40
4841180,M,1.2,40-50
4841300,M,0.2,30-40
4841304,F,0.4,40-50
4841318,F,0.2,40-50
4841490,F,0.1,40-50
4841576,F,0.3,60+
4841590,F,0.2,30-40
4841716,M,0.1,40-50
4841764,F,0.3,60+
4841883,F,0.2,40-50
4841947,F,0.3,30-40
4842102,M,0,18-30
4842103,F,0.3,30-40
4842192,F,0.4,40-50
4842393,F,1.2,40-50
4842401,M,0.3,40-50
4842517,F,0.3,18-30
4842615,F,0.2,18-30
4843012,F,0.2,60+
4843075,M,0.2,18-30
4843566,F,0.2,18-30
4843752,M,0.2,30-40
4844001,M,0.3,30-40
4844168,F,0.1,50-60
4844474,F,0.3,30-40
4844632,F,0.1,30-40
4844662,F,0.1,30-40
4844850,M,0.4,18-30
4844996,F,0.1,60+
4845654,F,0.1,40-50
4845724,F,0.3,18-30
4845905,M,0.1,40-50
4845967,M,0.2,50-60
4846202,F,0.2,18-30
4846329,F,0.2,18-30
4846723,F,1.7,60+
4846810,F,0.1,40-50
4846845,F,0.1,30-40
4846851,F,0.1,40-50
4846925,F,0.4,18-30
4846984,F,0.2,40-50
4847144,F,0.1,40-50
4847146,F,0.1,18-30
4847234,M,0.5,60+
4847399,F,0.1,18-30
4847524,F,0.2,60+
4847527,F,0.1,30-40
4847548,F,0.1,40-50
4847653,F,0.1,60+
4847693,F,0.2,30-40
4847707,M,0.3,50-60
4847715,F,0.2,40-50
4847717,F,0.2,18-30
4847720,F,0.1,40-50
4848054,F,0.3,30-40
4848055,F,0.4,18-30
4848118,M,0.1,18-30
4848122,F,0.1,30-40
4848166,F,0.2,18-30
4848171,F,0.2,30-40
4848359,F,0.2,18-30
4848370,M,0.3,18-30
4848578,M,0.1,50-60
4848597,F,0.2,18-30
4848652,F,0.4,30-40
4848710,F,0.1,30-40
4848806,F,0.9,50-60
4848954,F,0.2,30-40
4849113,F,0.4,18-30
4849156,F,0.1,18-30
4849474,F,0.2,30-40
4849480,F,0.1,50-60
4849525,M,0.1,60+
4849597,F,0.2,30-40
4849713,F,0.2,40-50
4849733,F,0.3,60+
4849778,M,0.2,30-40
4850048,F,0.2,50-60
4850090,F,0.4,40-50
4850168,F,0.1,50-60
4850212,M,0.1,30-40
4850771,F,0.3,30-40
4850865,M,0.2,30-40
4851028,F,0.2,50-60
4851110,F,0.5,50-60
4851156,F,0.2,30-40
4851160,F,0.1,40-50
4851284,F,0.2,40-50
4851438,F,0.1,18-30
4852119,F,0.1,50-60
4852121,F,0.1,60+
4852150,F,0.3,30-40
4852211,F,0.2,30-40
4852393,F,0.4,18-30
4852568,F,0.1,50-60
4852853,M,0.4,40-50
4852855,F,0.1,40-50
4852875,F,0.1,18-30
4852966,M,0.2,30-40
4853076,F,0.9,30-40
4853137,M,0.2,18-30
4853341,F,0.2,60+
4853582,M,0.2,18-30
4853816,F,0.3,60+
4853930,F,0.2,30-40
4853990,M,0.2,40-50
4853998,F,0.3,18-30
4854251,M,0.1,60+
4854297,F,0.1,40-50
4854326,F,0.1,60+
4854419,F,0.2,40-50
4854615,F,0.1,60+
4854616,F,0.1,40-50
4854659,F,0.2,18-30
4854709,F,0.6,50-60
4854789,M,0.3,60+
4855199,F,0.1,18-30
4855268,F,0.1,30-40
4855307,M,0.5,40-50
4855367,F,0.1,40-50
4855664,M,0.1,18-30
4855718,F,0.3,60+
4855728,F,0.1,18-30
4855868,F,0.1,60+
4855958,F,0.7,18-30
4856094,M,0.2,50-60
4856142,M,0.2,50-60
4856233,F,0.9,30-40
4856498,F,0.2,50-60
4856533,F,0.2,40-50
4856561,F,0.1,40-50
4856728,F,0.1,60+
4856768,F,0.2,30-40
4856771,F,0.3,18-30
4856848,F,0.2,40-50
4856878,M,0,18-30
4856896,F,0.1,40-50
4857051,F,0.2,30-40
4857092,M,0.8,60+
4857093,F,0.2,30-40
4857215,F,0.3,30-40
4857218,F,0.2,40-50
4857401,F,0.1,30-40
4857467,M,0.2,40-50
4857735,F,0.1,40-50
4857828,F,0.2,40-50
4857830,F,0.8,30-40
4857957,F,0.5,30-40
4858600,F,0.3,50-60
4858688,F,0.2,18-30
4859071,F,0.1,30-40
4859100,F,0.1,30-40
4859104,F,0.2,18-30
4859676,F,0.2,40-50
4859775,M,0.1,30-40
4860045,F,0.2,40-50
4860221,F,0.2,40-50
4860318,F,0.1,40-50
4860422,F,0.1,30-40
4860792,M,0.2,30-40
4860859,F,0.2,50-60
4860898,F,0.2,18-30
4860920,F,0.1,30-40
4860958,F,0.2,40-50
4860969,F,0.2,50-60
4860983,F,0.2,18-30
4861195,F,0.1,40-50
4861198,F,0.2,60+
4861252,F,0.2,40-50
4861395,F,0.7,50-60
4861417,M,0,18-30
4861588,F,0.1,50-60
4861595,F,0.4,30-40
4861747,F,0.1,40-50
4861814,F,0.4,30-40
4861924,M,0.5,30-40
4861941,F,0.3,30-40
4861973,F,0.3,30-40
4862127,F,0.1,40-50
4862261,F,0.2,40-50
4862353,F,0.1,30-40
4862384,F,0.1,30-40
4862472,F,0.1,50-60
4862599,F,0.3,30-40
4862704,M,0.1,60+
4862951,F,0.4,40-50
4863090,F,0.2,30-40
4863446,F,0.1,30-40
4863511,F,0.4,30-40
4863529,F,0,60+
4863609,F,1.2,60+
4863859,M,0.2,60+
4864073,F,0.3,30-40
4864151,M,0.5,60+
4864285,M,0.7,50-60
4864336,F,0.3,40-50
4864446,F,0.3,50-60
4864470,F,0.1,18-30
4864550,F,0,30-40
4864597,F,0.1,30-40
4864607,M,0.4,30-40
4864695,F,0.1,30-40
4864697,F,0.2,40-50
4864898,M,0.1,40-50
4865004,F,0.1,40-50
4865089,F,0.1,30-40
4865130,F,0.1,30-40
4865204,M,0.3,18-30
4865314,M,0.2,40-50
4865316,F,0.7,50-60
4865423,M,0.3,50-60
4865482,M,0.2,50-60
4865541,F,0.4,30-40
4865620,M,0.4,40-50
4865670,F,0.3,40-50
4865880,F,0.3,30-40
4866143,F,0.3,30-40
4866405,F,0.1,50-60
4866427,F,0.5,40-50
4866479,F,0.1,40-50
4866533,F,0.3,18-30
4866647,F,0.2,18-30
4866775,F,0.3,40-50
4866887,F,0.1,60+
4866931,F,0.1,40-50
4867168,F,0.1,18-30
4867269,F,0.1,30-40
4867644,F,0.2,40-50
4867719,F,0.1,40-50
4867730,M,0.2,60+
4868087,F,0.3,40-50
4868133,F,0.1,40-50
4868135,F,0.2,30-40
4868220,M,0.1,18-30
4868418,F,2,30-40
4868695,F,0.5,30-40
4868955,F,0.2,18-30
4869199,M,0,40-50
4869380,M,0.3,60+
4869424,F,0.3,18-30
4869447,F,0.1,18-30
4869561,M,0.2,50-60
4869636,F,0.1,30-40
4869723,F,0.1,40-50
4869754,F,0.1,40-50
4869777,F,0.3,40-50
4869979,M,0.7,50-60
4870015,F,2.7,30-40
4870171,F,0.1,30-40
4870176,F,0.2,30-40
4870574,F,0.2,18-30
4870815,F,0.1,40-50
4870950,F,0.1,60+
4871036,F,0.4,30-40
4871096,F,0.1,40-50
4871156,F,0.3,30-40
4871294,F,0.2,30-40
4871697,F,0.1,60+
4871766,F,4.5,30-40
4871904,F,0.1,30-40
4872026,F,0.1,40-50
4872070,F,0.2,30-40
4872476,F,0.4,30-40
4872512,M,0.4,30-40
4872723,F,0.5,30-40
4872783,M,0.1,50-60
4873062,F,0.1,50-60
4873288,F,0.2,18-30
4873347,M,0.2,18-30
4873437,F,0.1,40-50
4873637,F,0.4,18-30
4873742,F,0.3,30-40
4873768,F,0.3,30-40
4873937,F,0.1,60+
4874129,F,0.3,18-30
4874353,F,0.8,60+
4874569,M,0.4,18-30
4874575,F,0.4,30-40
4874820,M,0.8,30-40
4874887,F,0.1,30-40
4875154,M,0.2,50-60
4875626,F,0.5,18-30
4875631,F,0.1,40-50
4875798,F,0,30-40
4875873,F,0.2,40-50
4876166,M,0.5,30-40
4876193,F,0.2,60+
4876374,M,0.1,40-50
4876384,F,0.1,30-40
4876393,F,0.2,30-40
4876583,M,0.1,40-50
4876588,F,0.2,30-40
4876626,F,0.2,40-50
4876798,F,0.1,40-50
4876874,F,0.1,40-50
4876977,F,0.4,30-40
4877242,F,0.2,40-50
4877281,F,0.3,18-30
4877549,F,0.3,60+
4877665,F,0.2,60+
4877750,F,0.2,60+
4877876,F,1.1,18-30
4877976,M,0.1,30-40
4877983,F,0.2,30-40
4878001,F,0.1,60+
4878239,F,0.2,40-50
4878273,F,0.2,50-60
4878301,M,1.3,50-60
4878364,F,0.3,60+
4878388,F,0.1,60+
4878481,F,0.4,30-40
4878646,F,0.1,40-50
4878667,F,0.7,30-40
4878793,F,0.8,40-50
4878817,F,0.1,40-50
4878875,F,0.2,50-60
4878956,F,0.1,18-30
4879196,F,0.1,18-30
4879518,F,0.2,30-40
4879722,F,0.4,30-40
4879959,M,0.3,30-40
4881122,M,0.1,40-50
4881239,F,0.2,60+
4881483,F,0,30-40
4881758,M,0.1,18-30
4881786,F,0.3,60+
4881935,F,0.5,30-40
4882175,F,0.1,30-40
4882424,F,0.3,30-40
4882795,F,1.6,60+
4882937,F,0.2,18-30
4883069,F,0.3,18-30
4883073,M,0.3,30-40
4883218,F,0.1,40-50
4883271,F,0.1,60+
4883341,F,0.2,50-60
4883485,F,0.2,30-40
4883679,M,0.2,30-40
4883696,F,0.2,40-50
4883724,F,0.2,60+
4883807,F,0.2,40-50
4883846,M,0.2,60+
4883909,F,0.1,60+
4884020,M,0.4,60+
4884201,F,0.2,40-50
4884337,M,0.2,40-50
4884550,F,0.1,30-40
4884640,F,0.2,30-40
4884792,F,0.1,30-40
4885061,F,0.2,18-30
4885083,F,0.3,50-60
4885310,F,0.2,30-40
4885349,F,0.1,30-40
4885399,M,3,60+
4885524,F,0.1,60+
4885621,F,0.4,40-50
4885849,M,0.7,50-60
4885944,F,0.1,40-50
4885964,F,1.9,30-40
4885974,F,0.2,50-60
4886101,F,0.2,30-40
4886184,F,0.3,60+
4886515,F,0.1,18-30
4886758,F,0.2,50-60
4886921,F,0.2,60+
4886935,F,0.1,60+
4887296,M,0.5,40-50
4887319,M,0.3,30-40
4887549,F,0.1,40-50
4887722,F,0.2,50-60
4887900,F,0.1,50-60
4887956,M,1,60+
4887975,F,0.3,18-30
4888659,F,0.1,40-50
4888769,F,0.5,18-30
4888826,F,0.5,50-60
4888861,F,0.2,18-30
4889006,M,0.2,30-40
4889056,F,0.2,30-40
4889095,F,0.3,30-40
4889206,F,0.3,18-30
4889232,F,0.1,40-50
4889338,M,0.3,18-30
4889557,F,0.2,40-50
4889592,M,0.1,18-30
4889605,F,0.2,50-60
4889753,M,0.2,30-40
4889956,F,0.4,30-40
4889961,F,0.3,30-40
4890017,F,0.2,40-50
4890097,F,0.4,40-50
4890131,M,0.2,18-30
4890134,F,0.1,50-60
4890179,F,0.2,50-60
4890382,F,0.1,50-60
4890402,F,0.1,30-40
4890442,F,0.3,30-40
4890887,F,0.3,40-50
4890963,F,0.1,30-40
4890973,F,0.2,40-50
4891037,M,0.2,18-30
4891057,M,0.2,40-50
4891132,F,0.3,18-30
4891289,M,0.2,40-50
4891474,F,0.2,50-60
4891489,F,0.1,50-60
4891651,F,0.1,30-40
4891841,M,0.5,40-50
4891960,F,0.2,40-50
4892157,M,0.3,30-40
4892197,F,0.2,50-60
4892314,F,0.2,50-60
4892317,M,0.3,40-50
4892557,F,0.3,30-40
4892733,F,0.2,60+
4892822,F,0.2,40-50
4892885,F,0.2,60+
4892988,F,0.2,50-60
4893017,F,0.1,18-30
4893307,M,0.2,40-50
4893317,F,0.2,40-50
4893409,F,0.1,30-40
4893434,F,0.1,60+
4893770,F,0.1,50-60
4894013,F,0.2,50-60
4894024,M,0.6,30-40
4894260,F,0.1,60+
4894293,M,0.2,30-40
4894583,F,0.7,30-40
4894626,M,0.6,50-60
4894871,F,0.1,40-50
4894875,M,0.2,18-30
4894978,F,0.1,50-60
4895349,M,0.1,40-50
4895596,F,0.2,50-60
4895619,F,0.1,30-40
4895693,F,0.2,60+
4895701,F,0.1,30-40
4895784,M,0.3,30-40
4895863,M,0,30-40
4895945,M,0.1,50-60
4896114,F,0.3,30-40
4896157,F,0.4,30-40
4896250,F,0.3,18-30
4896510,F,0.1,60+
4896723,M,0.3,40-50
4896789,M,0.8,18-30
4896799,F,0.1,50-60
4896980,F,1.1,60+
4897012,F,0.3,30-40
4897018,F,0.2,30-40
4897055,F,0.1,40-50
4897107,F,0.2,18-30
4897172,F,0.1,60+
4897267,F,0.2,30-40
4897270,F,0.2,30-40
4897272,M,0.2,30-40
4897287,F,0.2,30-40
4897334,M,0.3,40-50
4897552,F,0.1,18-30
4897567,F,0.2,18-30
4897630,F,0.1,40-50
4897649,F,0.2,30-40
4897691,F,0.1,60+
4897736,F,0.3,30-40
4897744,F,0.1,30-40
4897833,F,0.1,60+
4897853,F,0.5,18-30
4898391,F,0.1,30-40
4899149,F,0.2,30-40
4899221,F,0.1,50-60
4899293,F,0.2,40-50
4899477,F,0.1,30-40
4899516,M,0.1,30-40
4899557,M,0.4,30-40
4900202,F,0.1,60+
4900231,M,0.2,50-60
4900469,F,0.4,18-30
4900519,F,0.2,40-50
4900687,F,0.2,50-60
4900810,M,0.4,30-40
4901090,F,0.4,40-50
4901105,F,0.1,18-30
4901266,F,0.1,30-40
4901279,F,0.3,40-50
4901309,F,1,40-50
4901321,F,0.2,30-40
4901448,F,0.1,60+
4901553,M,0.2,30-40
4901611,F,0.4,40-50
4901692,F,1.3,40-50
4901725,F,0.1,18-30
4901788,F,0.3,18-30
4901856,F,0.9,30-40
4901999,F,0.1,50-60
4902043,F,1.1,30-40
4902358,M,0.3,30-40
4902532,M,2.2,18-30
4902568,F,0.1,18-30
4902577,F,0.1,40-50
4902583,F,0.2,40-50
4902706,F,0.3,40-50
4903155,M,0.3,40-50
4903263,F,0.4,30-40
4903294,F,0.1,30-40
4903383,F,0.1,18-30
4903521,F,0.1,50-60
4903550,F,0.2,60+
4903626,F,0,50-60
4903684,F,0.8,18-30
4903874,F,0.1,40-50
4903910,F,0.3,30-40
4903952,F,1.1,18-30
4904040,F,0.4,30-40
4904123,F,0.6,40-50
4904302,F,0.2,40-50
4904394,F,0.4,30-40
4904576,M,0.2,30-40
4904738,F,0.2,30-40
4904817,M,0.3,50-60
4904853,F,0.2,30-40
4904928,F,0.3,60+
4904959,F,0.2,18-30
4904988,F,0.2,60+
4904995,F,0.2,40-50
4905069,F,0.2,18-30
4905076,M,0.3,40-50
4905189,F,0.3,30-40
4905208,F,0.1,60+
4905216,F,0.1,60+
4905238,F,0.2,18-30
4905369,M,0.2,40-50
4905439,M,0.3,18-30
4905445,F,0.1,50-60
4905624,F,0.2,30-40
4905764,M,1.2,40-50
4906222,F,1.2,40-50
4906239,F,0.4,30-40
4906356,F,0.2,30-40
4906561,F,0.1,40-50
4906579,F,0.1,60+
4906810,F,0.3,50-60
4906868,M,0.3,60+
4906998,F,0.2,30-40
4907021,M,0.2,60+
4907036,F,0.1,40-50
4907346,M,0.2,30-40
4907370,F,0.7,50-60
4907412,M,0.5,40-50
4907498,F,0.4,40-50
4907527,F,0.1,50-60
4907603,F,0.1,18-30
4907644,F,0.3,30-40
4907910,M,0.1,30-40
4908061,F,0.1,30-40
4908075,M,0.1,60+
4908315,F,0,50-60
4908340,F,0.2,40-50
4908639,M,0.2,30-40
4908678,F,0.1,50-60
4908835,F,0.1,30-40
4908870,M,0.2,40-50
4908891,F,0.1,40-50
4908946,F,0.1,30-40
4909114,F,0.2,40-50
4909213,F,0.2,30-40
4909227,M,0.2,60+
4909762,F,0.4,40-50
4909787,F,0.2,30-40
4910222,F,0.4,30-40
4910302,F,0.4,60+
4910397,F,0.3,60+
4910449,F,0.3,60+
4910453,F,0.4,40-50
4910786,F,0.2,40-50
4910998,F,0.3,18-30
4911116,F,0.4,18-30
4911563,F,0.2,50-60
4911608,M,0.2,40-50
4911937,F,0.2,40-50
4911953,M,0.1,40-50
4912037,M,0.4,40-50
4912119,M,0.1,40-50
4912297,M,0,30-40
4912371,F,0.1,60+
4912382,F,0.2,30-40
4912443,F,0.1,60+
4912482,F,0.1,40-50
4912528,M,0.2,18-30
4912755,F,0.1,30-40
4912783,F,0.2,40-50
4913085,F,0.6,30-40
4913329,M,0.2,18-30
4913692,F,0.3,30-40
4913729,F,0.3,30-40
4913830,F,0.3,30-40
4913880,F,0.2,50-60
4914039,M,0.4,60+
4914503,M,0.3,18-30
4914679,F,0.2,30-40
4914832,F,0.6,30-40
4914856,F,0,30-40
4914870,M,0.2,40-50
4914941,F,0.2,40-50
4915024,F,0.2,30-40
4915197,F,0.3,50-60
4915345,F,0.5,30-40
4915522,F,0.1,30-40
4915633,M,0.2,30-40
4915897,M,0.3,30-40
4915992,F,0,40-50
4916056,M,0.2,18-30
4916067,F,0.4,30-40
4916120,F,0.6,30-40
4916213,F,0.2,40-50
4916225,F,0.2,18-30
4916286,F,0.1,18-30
4916329,M,0.1,18-30
4916412,F,0.3,30-40
4916573,F,0.3,40-50
4916686,F,0.4,30-40
4916858,F,0.2,18-30
4916916,M,0.3,40-50
4916930,F,0.4,30-40
4916968,F,0.5,50-60
4917026,M,0.1,40-50
4917067,M,0.3,18-30
4917166,F,0.2,18-30
